#{"t_start": 1766261298.6384313, "env_id": "None"}
r,l,t
29.991657,29,6.857147
98.62353,29,6.857428
32.979755,29,6.857615
25.933214,29,6.857779
165.10782,29,6.857911
63.78464,41,6.96839
74.60983,41,6.968846
61.00328,41,6.969209
194.13142,41,6.969671
-556.0153,41,6.970032
84.3895,39,7.016919
88.66862,39,7.017296
263.94443,39,7.017581
78.142715,39,7.01783
-654.41833,39,7.018054
311.87906,170,7.058669
545.5906,170,7.059084
473.66888,170,7.059373
357.93082,170,7.059584
-1190.4457,170,7.059785
150.33902,43,8.801811
132.43073,43,8.802275
68.714806,43,8.802525
70.808334,43,8.802818
-63.222534,43,8.803195
64.265755,39,8.903731
86.47659,39,8.904043
43.242783,39,8.904245
51.41932,39,8.904483
-535.6271,39,8.904747
18.60334,16,8.920336
106.35889,16,8.920749
22.493364,16,8.920968
25.920544,16,8.9211
-11.391454,16,8.921223
155.61629,45,9.031768
226.89456,45,9.032073
179.02403,45,9.032262
193.14629,45,9.032406
-998.1769,45,9.032549
188.19827,104,9.177121
483.22864,104,9.177507
223.29834,104,9.177717
247.85864,104,9.177875
-2033.6372,104,9.178007
42.60031,36,9.187711
43.29376,36,9.187986
52.336773,36,9.188244
49.182606,36,9.188424
-774.4909,36,9.188592
515.94525,176,9.22858
508.69797,176,9.228929
402.82962,176,9.229171
444.82526,176,9.229389
-1899.863,176,9.229556
19.599392,8,9.265518
136.94647,8,9.265897
15.215224,8,9.26614
15.98507,8,9.266328
4.070405,8,9.266517
135.53944,81,9.295159
148.94728,81,9.295464
183.39792,81,9.295713
153.23729,81,9.295933
-1476.8494,81,9.296167
252.14035,117,9.373098
356.75104,117,9.3734
318.30945,117,9.373673
239.95163,117,9.37392
-1938.9562,117,9.374145
131.23792,19,9.404511
26.839865,19,9.404862
26.976997,19,9.405116
36.80254,19,9.405331
-500.41928,19,9.40554
267.67203,117,9.416188
287.68475,117,9.416423
373.67908,117,9.416635
516.9852,117,9.416871
-255.19382,117,9.41705
45.515774,6,9.424638
11.126484,6,9.424877
13.90023,6,9.425073
102.17293,6,9.425222
1.8126993,6,9.425349
9.084754,5,9.461451
116.61109,5,9.462008
26.449532,5,9.462357
8.499439,5,9.462663
-4.0674253,5,9.462898
25.209225,21,9.469572
34.292774,21,9.469857
119.36326,21,9.470055
38.69704,21,9.470214
-94.67846,21,9.470378
155.04245,34,9.495664
60.691765,34,9.495976
75.92542,34,9.496224
60.88149,34,9.496458
-463.74356,34,9.496662
273.32535,75,9.518744
244.41139,75,9.519171
147.1788,75,9.519394
167.34436,75,9.519582
-1962.395,75,9.519763
12.110274,7,9.52721
7.5624285,7,9.527434
57.906017,7,9.527576
11.958659,7,9.527702
156.19182,7,9.527826
99.1019,7,9.570616
14.265716,7,9.570849
8.484207,7,9.571009
10.837908,7,9.571138
-109.70178,7,9.571264
169.01852,17,9.593371
23.522528,17,9.593748
22.705513,17,9.594011
21.564304,17,9.59431
-401.30695,17,9.594506
70.81347,28,9.645411
45.714706,28,9.645705
89.26264,28,9.645932
192.00912,28,9.646084
-96.74227,28,9.646227
12.173005,8,9.654248
13.640345,8,9.654511
114.49541,8,9.654686
12.738092,8,9.654844
-158.9227,8,9.655026
61.57784,33,9.671541
67.581665,33,9.671838
250.09021,33,9.672015
50.483932,33,9.672148
-724.94366,33,9.672362
20.839079,10,9.730907
11.8200245,10,9.731189
104.7726,10,9.731337
18.89658,10,9.7315
15.616834,10,9.731689
47.501102,34,11.216281
83.24871,34,11.216588
69.024925,34,11.216871
60.660217,34,11.217087
-427.91003,34,11.217387
157.45973,47,11.398287
131.61073,47,11.398592
233.8393,47,11.398766
137.97595,47,11.3989
-129.7275,47,11.399026
50.438118,28,11.438112
55.8272,28,11.438363
49.754696,28,11.438546
35.941536,28,11.438824
-554.0249,28,11.438996
381.50613,122,11.476266
318.57162,122,11.476625
215.14133,122,11.476882
265.61053,122,11.477081
-3259.9978,122,11.477279
3.228449,3,11.500377
87.70487,3,11.500692
4.7616944,3,11.500957
3.0703616,3,11.501167
-9.067479,3,11.501343
103.44345,46,11.573656
116.56563,46,11.574063
119.05655,46,11.574289
218.07962,46,11.574486
-136.27469,46,11.574636
229.96147,58,11.589897
137.74142,58,11.590436
133.64131,58,11.590908
158.36237,58,11.591232
-568.9141,58,11.59154
28.635191,16,11.711401
29.966036,16,11.711823
125.39132,16,11.712086
40.36604,16,11.712353
-323.01572,16,11.712634
16.65184,11,11.73042
129.41486,11,11.730862
14.927529,11,11.731079
40.543278,11,11.731331
49.126835,11,11.731562
235.58835,87,11.957373
173.81076,87,11.957757
170.80106,87,11.958041
189.13043,87,11.958351
-360.7381,87,11.958596
75.21477,30,12.038293
55.93261,30,12.038743
185.62892,30,12.03921
71.618,30,12.039606
-667.54474,30,12.039963
37.61987,22,12.176603
29.335238,22,12.176953
156.36697,22,12.17724
63.676353,22,12.177471
-514.259,22,12.177647
526.11694,171,12.292072
373.11456,171,12.292386
608.3413,171,12.292592
476.52606,171,12.292746
-2318.1008,171,12.292892
190.55717,85,12.322749
238.81273,85,12.32315
192.37851,85,12.323484
379.91153,85,12.323784
-2912.2878,85,12.324062
41.070297,15,12.324326
44.65665,15,12.324593
31.07262,15,12.324798
178.83958,15,12.325042
-510.96793,15,12.32534
244.81691,63,12.348627
137.21207,63,12.349001
164.48615,63,12.349261
248.55469,63,12.349585
297.59412,63,12.349838
50.294888,37,12.411056
84.61365,37,12.41141
58.39879,37,12.411619
202.98038,37,12.411798
-751.05634,37,12.412075
82.84959,34,14.32653
183.39099,34,14.327071
73.44307,34,14.327417
97.341,34,14.327705
-426.48532,34,14.327921
64.17117,34,14.440791
52.23827,34,14.441301
138.77336,34,14.441632
57.74773,34,14.441991
-1720.7404,34,14.442364
4.6106744,4,14.504989
5.024433,4,14.505431
10.5162735,4,14.505726
3.2490463,4,14.505984
131.61734,4,14.506181
97.010826,50,14.518686
97.855286,50,14.51915
76.742004,50,14.519501
174.31409,50,14.519725
162.14882,50,14.520091
12.664098,8,14.723897
137.6454,8,14.724559
14.141388,8,14.724953
17.469982,8,14.725286
-5.8681736,8,14.725625
176.67346,71,14.951336
231.3793,71,14.951899
134.17455,71,14.952227
146.35765,71,14.95262
-998.94995,71,14.95295
608.2553,246,15.412124
870.8872,246,15.412759
623.8411,246,15.413265
520.8196,246,15.41356
-1721.4727,246,15.413812
299.79242,193,15.414041
501.33597,193,15.414434
408.76257,193,15.414704
495.12363,193,15.415264
-3818.361,193,15.415556
172.83253,74,15.497134
284.9229,74,15.497668
180.44589,74,15.497946
156.6136,74,15.49824
-1158.0088,74,15.498523
4.4618683,3,15.533725
3.8590293,3,15.534223
4.7490616,3,15.53458
5.8347178,3,15.534942
124.626915,3,15.535304
237.12036,72,15.611891
197.88399,72,15.612446
150.40393,72,15.612888
257.56067,72,15.613196
-1131.2745,72,15.61343
100.21045,9,15.703146
16.644754,9,15.703577
10.99048,9,15.703856
19.381853,9,15.704108
9.950682,9,15.704328
94.91267,2,15.726307
18.237564,2,15.726609
3.000967,2,15.726856
2.8857515,2,15.727038
-2.1236775,2,15.727194
521.69806,212,17.893059
432.4093,212,17.893428
567.0367,212,17.893713
474.30466,212,17.893973
-2282.9626,212,17.894252
28.677845,15,17.90907
17.243952,15,17.909503
156.48178,15,17.90982
29.371223,15,17.910133
-100.8137,15,17.910423
71.63572,50,18.022971
235.33621,50,18.023434
168.3798,50,18.023723
35.579304,50,18.023954
14.203194,50,18.024176
15.750548,9,18.024395
17.160004,9,18.024808
18.645336,9,18.025027
155.77548,9,18.025244
-33.31069,9,18.025512
196.64748,89,18.114
314.23657,89,18.114524
328.20346,89,18.114854
233.8866,89,18.115094
-2077.2136,89,18.115314
425.79092,161,18.156647
364.18,161,18.157152
362.72934,161,18.157488
346.2459,161,18.157762
-2537.9329,161,18.157989
-5.213343,62,18.188601
215.55447,62,18.189041
119.53383,62,18.189333
150.07112,62,18.189728
3.6779995,62,18.190115
-6.5851283,14,18.223531
26.872856,14,18.224056
22.096659,14,18.224418
33.49864,14,18.224689
111.562744,14,18.224952
207.12656,112,18.225235
357.37305,112,18.225487
263.80048,112,18.225703
215.54161,112,18.225922
-275.94638,112,18.226139
-12.886984,20,18.457398
112.276474,20,18.458007
27.16695,20,18.458354
4.184306,20,18.45877
-435.1446,20,18.459152
177.18759,52,18.553372
94.98238,52,18.55399
104.48981,52,18.554619
76.07838,52,18.555234
-495.87204,52,18.555647
35.861366,16,18.762694
49.8317,16,18.7632
26.715773,16,18.763662
21.941534,16,18.764179
88.71945,16,18.764553
149.66893,60,18.882129
175.34685,60,18.882616
146.91025,60,18.882971
367.3396,60,18.883238
-558.32153,60,18.883463
165.26514,84,19.103559
136.49724,84,19.104683
189.66592,84,19.105125
171.13737,84,19.10553
-2605.5037,84,19.105873
129.42694,23,19.181944
46.122463,23,19.182865
61.72789,23,19.183283
56.393505,23,19.183596
-373.6759,23,19.184003
0.8152311,2,19.215432
84.98324,2,19.216005
26.29343,2,19.216455
32.853752,2,19.216863
3.7451758,2,19.217163
12.059475,8,19.217479
9.149723,8,19.217738
87.04644,8,19.218044
14.65024,8,19.218368
13.429107,8,19.218672
108.97876,7,19.309021
6.7762594,7,19.310147
9.5257635,7,19.310606
7.8453407,7,19.310907
-33.01449,7,19.311145
10.657758,4,19.364442
108.95453,4,19.364978
7.9122663,4,19.365321
7.69161,4,19.36561
-8.608019,4,19.365921
191.59398,94,19.378564
169.3964,94,19.379083
160.86115,94,19.37948
178.22862,94,19.37981
-1821.0924,94,19.380164
-32.37231,93,19.394516
269.32053,93,19.394945
159.52213,93,19.39529
217.26866,93,19.395589
-2551.2307,93,19.395926
27.598999,10,19.516929
20.507586,10,19.517549
18.215218,10,19.517995
123.32408,10,19.518464
3.9154592,10,19.519009
199.86227,64,21.419505
103.5708,64,21.42003
111.67603,64,21.420347
143.18335,64,21.420726
-1043.3037,64,21.421021
44.862663,22,21.464324
41.99639,22,21.464762
61.01287,22,21.465017
22.203981,22,21.465235
195.56769,22,21.465498
314.8959,111,21.465786
242.87796,111,21.466037
314.85025,111,21.466321
191.80782,111,21.466686
-2510.4624,111,21.466973
16.543072,7,21.560207
52.69989,7,21.560836
125.31737,7,21.561221
25.384163,7,21.561563
-18.029161,7,21.561885
46.789783,22,21.61796
45.002132,22,21.618403
44.042526,22,21.618829
144.86765,22,21.619375
-293.45502,22,21.619889
30.292332,18,21.677462
25.95667,18,21.677927
145.31134,18,21.678282
37.5371,18,21.67853
-680.11206,18,21.67878
1.8325405,2,21.707447
13.398973,2,21.70781
90.892006,2,21.708068
2.8589945,2,21.708307
-0.42767286,2,21.708549
460.9228,189,21.781847
292.95938,189,21.782463
417.8559,189,21.782944
617.9344,189,21.783299
-4980.5815,189,21.783626
9.947579,5,21.78392
6.64069,5,21.784212
8.839021,5,21.784489
8.435752,5,21.784937
137.35422,5,21.785219
191.90347,59,21.851152
267.32794,59,21.851641
98.95248,59,21.851973
113.21165,59,21.852249
-2254.0513,59,21.852657
9.497503,50,21.9212
120.19472,50,21.921864
235.69644,50,21.922158
115.35274,50,21.92252
-1472.8445,50,21.92297
169.54468,9,21.937999
-9.150412,9,21.938432
10.052383,9,21.938908
12.086185,9,21.939375
4.0254245,9,21.939746
61.03218,30,22.030143
202.21667,30,22.030718
64.38479,30,22.031233
68.59375,30,22.031654
40.747868,30,22.032095
82.37294,43,22.113493
113.19717,43,22.11394
108.6813,43,22.114309
207.78293,43,22.114668
-938.70483,43,22.114989
74.74317,37,22.317055
70.43309,37,22.317699
73.01649,37,22.318007
72.86665,37,22.318294
-358.26883,37,22.318556
96.20853,29,22.333641
-14.152294,29,22.334152
64.33608,29,22.334608
49.36133,29,22.334956
-86.5307,29,22.335234
13.00682,6,22.415744
0.23748454,6,22.416248
94.44631,6,22.416738
12.276909,6,22.417119
0.059088707,6,22.417505
70.897545,36,22.509757
47.574562,36,22.510153
40.11688,36,22.510423
54.331425,36,22.510711
-164.32922,36,22.510998
138.30896,43,22.511341
122.65539,43,22.511665
99.67524,43,22.511905
96.54488,43,22.512124
89.66912,43,22.512328
68.36882,33,22.782303
186.22757,33,22.782864
77.528404,33,22.783322
70.42429,33,22.783767
-347.54004,33,22.784101
2.523223,2,22.823615
2.8541641,2,22.824244
2.920679,2,22.824646
77.95429,2,22.825024
-2.182497,2,22.82533
44.782436,22,22.845202
178.33963,22,22.845752
47.18786,22,22.846041
40.49097,22,22.846272
-485.74362,22,22.846489
95.99094,71,23.181092
221.97377,71,23.181539
124.57369,71,23.182055
174.83289,71,23.182795
-696.9198,71,23.183292
74.91428,37,23.319289
79.91533,37,23.31967
69.86007,37,23.319885
176.26254,37,23.32006
74.258194,37,23.320294
-0.5228329,2,23.334876
88.013084,2,23.335213
2.896955,2,23.335484
5.4999313,2,23.335727
-7.4165382,2,23.335956
242.93951,74,23.377596
391.16617,74,23.377936
155.83385,74,23.378292
179.54042,74,23.378542
-2157.3494,74,23.378757
76.80399,41,24.567012
53.861023,41,24.567509
164.61241,41,24.567915
64.383316,41,24.568313
-470.24762,41,24.568656
43.64231,23,24.62261
31.379652,23,24.623133
159.89835,23,24.623456
26.143328,23,24.623821
-897.2227,23,24.624121
197.06596,80,24.683266
-29.128809,80,24.683686
128.65987,80,24.684077
167.66647,80,24.684351
-2623.0493,80,24.684577
21.33321,14,24.71714
118.77848,14,24.71772
26.26052,14,24.717997
36.761032,14,24.718207
-460.72958,14,24.718456
124.069885,17,24.808205
27.322653,17,24.808631
89.947876,17,24.808999
22.260351,17,24.809301
19.994864,17,24.809567
-17.126005,250,24.830934
724.4272,250,24.831408
492.14722,250,24.831753
128.41307,250,24.832105
-3255.0503,250,24.832528
186.1212,95,25.201564
255.4849,95,25.202027
331.12,95,25.202306
191.07884,95,25.202604
20.320175,95,25.203114
95.49908,56,25.353699
108.39144,56,25.354748
101.61206,56,25.355228
287.32617,56,25.355621
-550.1222,56,25.35605
285.03156,112,25.3956
439.32144,112,25.396178
302.33423,112,25.39665
351.862,112,25.396991
-1158.6829,112,25.397316
3.0853558,4,25.427182
98.39233,4,25.428062
11.58427,4,25.428493
11.7464,4,25.428771
-12.226313,4,25.429059
62.013733,8,25.5128
129.14186,8,25.513372
12.388834,8,25.513684
9.073687,8,25.513972
-21.940935,8,25.514233
-1.6946479,103,25.514495
176.11447,103,25.514776
171.52866,103,25.515083
476.04608,103,25.515336
-1676.7931,103,25.51561
255.67548,68,25.626014
192.48318,68,25.626515
164.21165,68,25.626891
159.54622,68,25.627244
-754.6749,68,25.627514
-3.9652193,10,25.627802
11.138016,10,25.628234
5.746083,10,25.628528
6.225712,10,25.628761
118.121796,10,25.628978
359.21436,102,25.940133
-17.246239,102,25.940686
257.06244,102,25.941115
258.22125,102,25.941494
-2988.7314,102,25.941845
94.67727,31,27.624545
61.032326,31,27.625133
52.538723,31,27.62572
87.49517,31,27.626228
-57.940582,31,27.626686
169.73744,65,27.640394
252.52856,65,27.640967
335.6112,65,27.641343
162.36455,65,27.641789
-643.1065,65,27.642416
47.836792,32,27.642929
54.801994,32,27.643344
207.45285,32,27.643716
78.67963,32,27.644046
-949.65936,32,27.644364
844.57263,250,27.686001
465.4991,250,27.686588
534.2148,250,27.687017
571.6491,250,27.687321
-1522.2126,250,27.687675
85.47028,50,27.738673
62.662193,50,27.739391
162.12454,50,27.739741
178.65753,50,27.740117
34.03353,50,27.740532
3.4165215,2,27.763903
2.1948924,2,27.764329
81.65431,2,27.764708
1.779784,2,27.76512
-6.615301,2,27.765551
33.663204,18,27.960285
24.713879,18,27.960779
32.67831,18,27.961214
149.21567,18,27.96156
-533.65015,18,27.961867
55.582417,35,28.043869
60.065304,35,28.044344
65.59146,35,28.044674
140.50522,35,28.04492
-577.66095,35,28.045324
-17.597914,140,28.130192
407.66476,140,28.130585
348.26532,140,28.130845
-62.74684,140,28.131063
-1685.9819,140,28.131269
96.09786,52,28.248769
126.817024,52,28.249171
190.9053,52,28.249506
196.06497,52,28.249822
-196.18124,52,28.250168
159.57051,51,28.285655
121.95686,51,28.286239
121.19534,51,28.286596
126.6093,51,28.286896
-203.46873,51,28.287159
101.72867,13,28.430517
-4.2625337,13,28.430952
172.51588,13,28.431298
25.746918,13,28.431531
-226.5275,13,28.431754
64.340515,48,28.51738
79.73308,48,28.517917
86.24764,48,28.518274
300.08304,48,28.518603
-513.303,48,28.51898
96.73362,49,28.810589
105.10704,49,28.811302
120.37369,49,28.81175
124.46149,49,28.812119
-646.13605,49,28.812575
-19.366802,111,28.910649
301.7816,111,28.911019
392.7987,111,28.911278
262.65717,111,28.911482
-2601.4375,111,28.911677
-34.595528,80,30.329967
143.93062,80,30.330487
144.03139,80,30.330863
119.3442,80,30.331251
-1987.4382,80,30.331554
376.98193,132,30.342546
-10.645069,132,30.346768
187.25262,132,30.347375
307.40512,132,30.348069
-652.03906,132,30.348727
134.77339,56,30.360836
116.95462,56,30.361336
97.15163,56,30.361688
83.1653,56,30.361926
-256.35757,56,30.362163
154.04099,23,30.362424
86.637825,23,30.362818
39.35377,23,30.363193
33.159355,23,30.363511
-733.93665,23,30.363793
88.08966,62,30.50786
149.76183,62,30.508254
326.31458,62,30.508557
109.65941,62,30.508823
-519.8094,62,30.509059
15.72291,9,30.610517
94.04789,9,30.611098
19.62982,9,30.61155
12.780931,9,30.61193
-172.2073,9,30.612335
40.03271,24,30.634851
-2.9041917,24,30.644035
184.18729,24,30.646527
77.617836,24,30.651164
-314.61282,24,30.652709
120.9834,24,30.655418
67.87401,24,30.657887
126.926346,24,30.660182
74.34648,24,30.662377
-83.87523,24,30.664297
34.587326,30,30.740862
78.411194,30,30.741291
84.11761,30,30.741649
90.29056,30,30.741927
-165.84235,30,30.742184
68.16098,203,30.780866
436.5859,203,30.781492
376.13297,203,30.781842
573.2918,203,30.782319
-3502.8108,203,30.78265
263.94675,126,30.852661
425.7264,126,30.853019
314.18256,126,30.853349
317.20596,126,30.853675
-1328.724,126,30.853968
128.13866,41,30.886917
-10.529361,41,30.887459
71.262436,41,30.887789
189.12967,41,30.888001
91.92441,41,30.888189
55.240154,18,30.900953
135.26569,18,30.901489
34.08717,18,30.901888
38.111076,18,30.902155
-205.99777,18,30.902415
49.50797,22,31.09073
179.69644,22,31.091189
61.604492,22,31.091518
153.05038,22,31.091779
-201.29315,22,31.092021
151.44807,18,31.092252
21.273666,18,31.092503
27.176105,18,31.092773
19.250393,18,31.093071
-90.12411,18,31.093322
100.19584,31,31.126972
91.54197,31,31.127388
32.603287,31,31.12768
55.824978,31,31.127949
-80.29994,31,31.128216
29.945107,27,31.185233
110.38129,27,31.185631
131.40671,27,31.185914
50.837463,27,31.186256
-672.2052,27,31.186656
-4.5110574,40,31.200859
72.85569,40,31.201257
148.04451,40,31.20159
-1.9771664,40,31.201878
-127.114845,40,31.202155
9.8695,10,31.213149
14.240832,10,31.213542
10.302098,10,31.213808
106.30104,10,31.214034
-214.04936,10,31.214243
-2.982826,11,31.325103
30.1749,11,31.327991
17.904526,11,31.328629
-6.281294,11,31.329037
126.18339,11,31.329453
37.91408,10,31.442657
19.712433,10,31.443043
20.847813,10,31.443335
91.232635,10,31.443559
-8.443028,10,31.443766
-0.73110205,6,31.528846
16.170282,6,31.529372
81.8139,6,31.529922
-3.115211,6,31.530208
-34.543297,6,31.53048
125.15877,40,31.588445
71.767235,40,31.58898
69.8088,40,31.589716
64.79014,40,31.590151
-333.32184,40,31.590524
115.61545,33,31.636343
88.19184,33,31.636802
160.28261,33,31.637113
115.47631,33,31.637454
203.35437,33,31.637835
78.85276,38,31.672999
48.84803,38,31.673417
1.266601,38,31.673749
57.425827,38,31.674024
13.204147,38,31.674258
