#{"t_start": 1766236803.9227483, "env_id": "None"}
r,l,t
3.2541592,2,6.808801
9.628878,2,6.80902
-6.772392,2,6.809203
469.79153,134,6.82844
447.7769,134,6.828857
497.74805,134,6.829208
333.73233,134,6.829482
-1361.0122,134,6.829726
188.34016,92,6.897621
202.714,92,6.897865
234.44283,92,6.89801
258.1642,92,6.898151
-1304.3414,92,6.898321
134.42511,20,6.949828
55.85794,20,6.950288
33.555527,20,6.950636
24.71463,20,6.950836
-11.897597,20,6.951073
193.65247,18,6.987298
44.91316,18,6.987768
49.099834,18,6.988098
33.972645,18,6.988381
-404.02737,18,6.988631
160.71812,58,7.027286
145.76685,58,7.027733
116.43033,58,7.02802
141.50984,58,7.028296
-444.94025,58,7.028561
100.47562,16,7.056344
41.637527,16,7.056629
26.974815,16,7.056823
30.372307,16,7.056993
26.062569,16,7.057143
490.75577,117,7.131686
232.69586,117,7.131975
255.69981,117,7.132171
265.55872,117,7.132349
-1401.8967,117,7.132526
127.43205,28,7.200379
91.22556,28,7.200721
69.043655,28,7.201013
44.885296,28,7.2012
-1181.3438,28,7.201352
91.882614,35,7.290653
97.457794,35,7.291167
70.07212,35,7.291501
163.84593,35,7.291717
35.978237,35,7.291925
186.74167,37,7.340852
93.12944,37,7.341227
75.01916,37,7.341492
109.53456,37,7.341795
-133.84227,37,7.342063
15.527928,10,7.429783
142.09137,10,7.430122
15.766282,10,7.430361
13.898581,10,7.430579
7.898099,10,7.430785
103.868866,36,7.44212
142.22244,36,7.442405
46.32159,36,7.442618
42.604485,36,7.442937
-1156.4376,36,7.443078
66.229355,32,7.474422
205.54224,32,7.474823
59.384068,32,7.475186
61.236717,32,7.475465
-804.3624,32,7.475718
82.33351,24,7.49934
41.88026,24,7.499619
52.40168,24,7.499808
164.15953,24,7.499981
45.561825,24,7.50017
13.096092,4,7.532579
10.300404,4,7.532851
96.471054,4,7.533048
12.258866,4,7.533209
-2.694075,4,7.533358
154.34166,79,7.533495
297.31137,79,7.533658
146.59435,79,7.533835
247.6347,79,7.533989
-334.25037,79,7.534145
86.98384,2,7.552396
3.022631,2,7.552731
2.9223585,2,7.553168
2.6130495,2,7.553453
-7.6211824,2,7.553787
150.11684,58,7.554319
222.49794,58,7.554517
238.59547,58,7.55469
161.45392,58,7.554844
-271.1565,58,7.554997
114.438126,16,7.571689
38.750694,16,7.571973
29.256746,16,7.572232
31.051983,16,7.57244
-365.57465,16,7.572737
28.839245,20,7.611206
143.89665,20,7.611514
51.78423,20,7.611715
36.275288,20,7.611967
-179.30228,20,7.612183
11.327394,8,7.637302
105.63075,8,7.637842
15.431101,8,7.638205
17.882278,8,7.638497
-30.873077,8,7.638707
301.66248,147,7.638911
382.8824,147,7.639157
419.4416,147,7.639483
507.12372,147,7.639786
-1045.9459,147,7.640009
127.90882,18,7.690921
36.555393,18,7.691186
30.894527,18,7.691372
46.059994,18,7.691682
-110.85221,18,7.691974
273.2973,68,9.609741
243.97008,68,9.610099
213.63219,68,9.610365
214.39664,68,9.610524
-807.0389,68,9.610755
236.45708,63,9.64869
223.31499,63,9.649198
148.00493,63,9.649588
173.3395,63,9.649842
-967.7996,63,9.650056
240.23424,59,9.675245
129.74103,59,9.675566
167.45712,59,9.675798
183.172,59,9.675948
-858.47424,59,9.67608
131.23366,61,9.720969
154.96783,61,9.722852
175.6416,61,9.723364
124.286255,61,9.723545
-1228.0723,61,9.723694
558.05786,217,9.785329
611.7426,217,9.785781
498.27472,217,9.786268
525.9946,217,9.786612
-2762.1958,217,9.786849
31.340206,13,9.787126
26.377068,13,9.787432
23.044693,13,9.787616
34.68236,13,9.787802
152.43884,13,9.788023
20.538958,12,9.820555
30.617228,12,9.821143
139.16179,12,9.821575
22.383099,12,9.822028
-133.53137,12,9.822377
260.675,87,9.860186
310.35648,87,9.863404
246.15663,87,9.863673
254.98029,87,9.863858
44.566933,87,9.864036
9.489268,8,9.897487
13.751358,8,9.897734
13.107552,8,9.897932
90.31131,8,9.898072
-189.47678,8,9.898251
263.9089,79,9.932619
181.98207,79,9.933032
252.27278,79,9.933417
124.167366,79,9.933687
-553.5313,79,9.93394
34.528427,14,9.985103
30.46011,14,9.987429
31.382704,14,9.987761
134.01126,14,9.988015
-9.391691,14,9.988275
34.92948,24,10.006315
32.399704,24,10.006813
169.85492,24,10.007285
29.690481,24,10.007528
-248.63605,24,10.007835
72.59669,27,10.141169
70.066345,27,10.141605
218.07346,27,10.142003
184.33951,27,10.142218
-910.9436,27,10.142566
37.22818,16,10.152397
54.81221,16,10.152725
28.656534,16,10.153076
39.71202,16,10.153301
199.02417,16,10.153563
93.74241,57,10.164771
240.40881,57,10.165259
114.31956,57,10.165542
83.53336,57,10.165758
-452.48642,57,10.165963
164.45154,19,10.311666
52.81359,19,10.312053
27.707058,19,10.312344
18.135317,19,10.312812
-207.71515,19,10.313023
121.74526,59,10.321974
231.15413,59,10.322241
143.57152,59,10.322436
152.08969,59,10.322632
-282.45172,59,10.322802
6.756715,4,10.3657
117.29248,4,10.366052
17.132765,4,10.366321
9.012068,4,10.366625
-59.025997,4,10.366836
51.217667,24,10.393125
47.62727,24,10.393731
47.750454,24,10.394253
146.01863,24,10.394557
2.6278882,24,10.39483
97.69226,44,10.409211
346.4941,44,10.409907
68.89686,44,10.410435
154.3498,44,10.411032
-1075.9915,44,10.411445
40.307,22,12.031605
34.840157,22,12.03221
31.979794,22,12.03267
162.34619,22,12.033266
-282.3847,22,12.033822
68.81063,49,12.076974
307.58777,49,12.077521
118.949776,49,12.078108
84.390785,49,12.078596
-630.8764,49,12.078893
228.73167,114,12.122535
256.9392,114,12.122882
148.88086,114,12.123193
171.23334,114,12.123449
-3531.3752,114,12.123797
22.703024,12,12.141363
25.492134,12,12.141627
22.765362,12,12.141913
25.413902,12,12.142188
125.135895,12,12.142427
541.944,176,12.230214
398.74225,176,12.230542
390.14676,176,12.23084
481.29865,176,12.231153
-1130.5922,176,12.231406
220.30544,43,12.240081
108.12383,43,12.240618
116.027466,43,12.241062
212.412,43,12.241305
-469.77878,43,12.241524
243.13846,100,12.312541
216.02408,100,12.313269
231.95145,100,12.313874
370.28848,100,12.314206
-3433.324,100,12.314483
58.169556,32,12.356922
164.97052,32,12.357369
168.82779,32,12.357666
43.406555,32,12.357858
-973.22614,32,12.358074
89.07048,60,12.398063
201.11453,60,12.398713
116.32568,60,12.3992
97.10079,60,12.399696
-6.5085454,60,12.400044
139.0309,67,12.400316
389.34283,67,12.400596
136.38097,67,12.400881
137.34515,67,12.401151
-18.904985,67,12.401421
10.857949,9,12.482927
118.06199,9,12.483395
13.696562,9,12.483752
17.127613,9,12.484172
-181.54932,9,12.484496
213.54681,31,12.515707
58.26459,31,12.516133
56.078804,31,12.51648
67.477,31,12.516777
-1025.7635,31,12.517021
94.35899,32,12.59111
47.09017,32,12.591382
44.857082,32,12.591669
-27.270641,32,12.591931
-250.46735,32,12.592171
210.2977,59,12.65539
67.24954,59,12.655784
156.11613,59,12.656444
144.41202,59,12.656758
-420.56448,59,12.65705
72.15045,34,12.702126
110.32928,34,12.702649
73.65509,34,12.703097
89.11528,34,12.703529
-264.5111,34,12.704099
6.958331,4,12.738149
7.957368,4,12.738434
105.8919,4,12.738651
6.7609415,4,12.738805
-8.681556,4,12.738938
23.778698,16,12.739076
20.313507,16,12.739208
102.14075,16,12.739363
-10.986003,16,12.739569
-170.88121,16,12.739766
21.438261,11,12.825545
14.551439,11,12.825931
15.831441,11,12.826192
23.9667,11,12.826396
179.57547,11,12.82659
75.692375,46,12.913647
108.40163,46,12.914018
80.15897,46,12.914369
74.733894,46,12.914601
-1184.5824,46,12.914813
274.21188,92,12.924565
287.6944,92,12.924805
342.15588,92,12.924974
345.4843,92,12.925135
-725.49634,92,12.925328
181.02025,84,12.969641
237.32751,84,12.969973
337.3933,84,12.970224
257.32697,84,12.970475
-459.57413,84,12.970755
146.49667,87,13.119694
201.66148,87,13.120414
172.41823,87,13.12081
356.9798,87,13.121025
-1164.0155,87,13.121222
41.23276,19,13.13826
49.3953,19,13.138646
125.04183,19,13.138851
58.45843,19,13.139107
-210.26967,19,13.13946
156.82245,56,13.148955
-16.900537,56,13.149359
321.88855,56,13.149657
130.08908,56,13.149953
-1100.6218,56,13.150375
172.42874,41,14.515916
98.47496,41,14.516513
82.611595,41,14.516839
101.14138,41,14.517147
-138.13567,41,14.517668
139.59529,31,14.52896
165.71056,31,14.529419
75.28611,31,14.530097
85.874596,31,14.530421
-248.22357,31,14.530673
11.200536,8,14.545921
-5.1265006,8,14.546543
113.875244,8,14.547081
6.3807592,8,14.547563
47.215244,8,14.54816
6.4439697,5,14.571955
95.2721,5,14.572599
7.850228,5,14.573303
5.9948955,5,14.573971
15.756947,5,14.574564
186.39473,61,14.600835
100.90559,61,14.601248
104.68958,61,14.601902
-33.434696,61,14.602625
-1771.3667,61,14.603258
123.70466,44,14.638
103.652,44,14.638627
117.85083,44,14.63899
203.00327,44,14.639382
-97.99695,44,14.639732
114.43214,14,14.651374
36.42577,14,14.651757
39.31111,14,14.652526
70.95291,14,14.653216
-16.71923,14,14.653883
187.65459,99,14.690912
183.30028,99,14.691276
14.640364,99,14.691541
366.7615,99,14.69188
-910.6563,99,14.692469
2.47585,2,14.710368
4.7304525,2,14.710944
77.43139,2,14.711441
27.72535,2,14.711725
-3.0802653,2,14.712022
73.281364,32,14.747538
70.52455,32,14.747962
83.742676,32,14.748233
148.1465,32,14.748461
2.1988602,32,14.748828
3.3792238,5,14.758224
7.924328,5,14.758615
10.599193,5,14.758868
101.014946,5,14.759126
1.680049,5,14.75931
26.1679,12,14.769232
20.206837,12,14.76984
39.620277,12,14.770536
138.51447,12,14.771178
51.649895,12,14.77141
9.122701,20,14.795404
98.54208,20,14.795723
48.59041,20,14.796075
-20.578276,20,14.796309
-39.213917,20,14.796449
74.01013,33,14.876904
61.195415,33,14.877378
31.630814,33,14.877813
144.69035,33,14.878124
-779.69293,33,14.878503
200.71236,11,14.887753
49.91617,11,14.888089
27.367481,11,14.888316
0.14369833,11,14.888519
14.50441,11,14.88869
78.49718,29,14.906682
38.93633,29,14.906955
37.689426,29,14.907172
40.62296,29,14.907328
-4.9272537,29,14.907484
48.723892,8,14.943657
5.922639,8,14.943948
11.137338,8,14.944137
12.666393,8,14.94428
157.74309,8,14.944451
100.31281,55,14.96204
88.125336,55,14.962291
90.4691,55,14.962509
94.31468,55,14.962761
-390.7334,55,14.962978
237.75833,50,14.993479
23.434313,50,14.993738
140.28508,50,14.993901
113.368546,50,14.994039
-1160.0347,50,14.994172
53.68994,13,15.08911
-11.386113,13,15.089379
15.931809,13,15.089594
106.18219,13,15.089765
-43.048244,13,15.089921
37.407345,4,15.124604
103.72516,4,15.125067
7.917268,4,15.125501
5.012969,4,15.125778
6.698618,4,15.125996
36.19652,22,15.135191
22.86934,22,15.135431
25.974253,22,15.135709
118.090775,22,15.135979
-514.83887,22,15.13633
110.264496,57,15.227942
113.815605,57,15.22827
118.79429,57,15.228451
93.23307,57,15.228596
-99.21764,57,15.228735
21.421108,11,15.228869
13.156013,11,15.229001
173.40997,11,15.229146
17.911156,11,15.229406
-141.35106,11,15.229658
62.033066,31,15.385761
7.5872235,31,15.386053
97.198395,31,15.386382
108.529015,31,15.386619
-278.4542,31,15.386847
137.57207,27,15.452063
64.94642,27,15.452321
1.3966218,27,15.452598
48.698677,27,15.452844
-368.0104,27,15.453084
138.61557,66,15.491091
98.26799,66,15.491418
249.83755,66,15.491678
131.00227,66,15.491908
-971.5812,66,15.492123
197.6539,75,15.527593
221.79689,75,15.527982
351.67694,75,15.528246
161.59407,75,15.528554
-1029.3716,75,15.528862
40.873672,19,16.823519
159.13988,19,16.824132
46.055622,19,16.824889
37.915203,19,16.825569
13.352707,19,16.826228
170.69086,36,16.86181
-16.274115,36,16.862511
70.93411,36,16.863121
101.71365,36,16.863602
12.441842,36,16.864296
316.37643,118,17.042012
229.31053,118,17.042505
247.48785,118,17.042829
-28.735708,118,17.043052
-1175.8364,118,17.043288
213.58237,54,17.085389
110.94874,54,17.085671
-31.692163,54,17.08584
97.68398,54,17.085979
94.17029,54,17.086106
406.6902,144,17.147405
319.5354,144,17.147693
302.61374,144,17.147925
292.0734,144,17.148077
-1922.3688,144,17.148218
264.2934,40,17.203129
-28.822165,40,17.203532
99.59213,40,17.203835
71.82756,40,17.204088
-14.623083,40,17.204323
128.46393,17,17.229894
38.913555,17,17.230439
-4.260127,17,17.230714
62.487915,17,17.230974
-351.32993,17,17.231185
90.60433,55,17.281467
203.98608,55,17.281894
93.97056,55,17.282282
95.15167,55,17.28249
-1895.4446,55,17.282682
637.03235,179,17.424261
337.3847,179,17.424815
324.66092,179,17.425097
379.05606,179,17.425308
-2370.3684,179,17.425509
51.907276,33,17.485497
-30.861452,33,17.485948
83.35408,33,17.486265
60.931385,33,17.486542
121.070244,33,17.486811
14.291124,7,17.48701
22.648546,7,17.487202
97.14783,7,17.487397
14.072076,7,17.487603
-10.497378,7,17.487817
240.48842,131,17.514591
249.19775,131,17.514841
252.63356,131,17.514989
410.50323,131,17.515114
-577.9876,131,17.515235
191.9657,56,17.523532
149.5219,56,17.523835
177.53629,56,17.524095
51.69721,56,17.524339
-229.59467,56,17.524569
81.724976,55,17.612991
86.64628,55,17.613227
75.35354,55,17.613513
258.75433,55,17.613757
-949.0061,55,17.613968
130.443,51,17.661609
198.11014,51,17.661979
134.96512,51,17.662254
128.10799,51,17.662529
-564.4232,51,17.662734
61.613873,22,17.672207
74.605515,22,17.672499
183.25262,22,17.672789
51.128067,22,17.673027
71.22841,22,17.673237
3.6654782,3,17.688306
36.792236,3,17.688647
24.409498,3,17.688946
33.249493,3,17.689217
125.01606,3,17.689465
48.34478,5,17.716554
5.516352,5,17.716931
92.08626,5,17.717487
20.682966,5,17.717779
12.77027,5,17.71811
53.9966,27,17.751358
122.04058,27,17.751651
121.16929,27,17.751892
-7.844763,27,17.752081
-254.47455,27,17.752257
311.79037,125,17.762816
286.0656,125,17.763284
403.10413,125,17.763497
255.62706,125,17.763727
-1821.05,125,17.763944
20.372845,14,17.835512
29.596867,14,17.835845
22.560495,14,17.836071
124.52669,14,17.836238
-170.85263,14,17.836397
117.39334,23,19.464299
35.626896,23,19.464702
33.2311,23,19.46496
-3.376093,23,19.465202
-63.930866,23,19.465621
6.8276196,3,19.490019
95.50776,3,19.490308
5.455943,3,19.490496
2.925737,3,19.490663
-9.359652,3,19.490842
152.953,53,19.586787
191.92407,53,19.587456
87.759094,53,19.587825
116.6477,53,19.588305
-1680.7762,53,19.588577
22.56826,7,19.653202
11.939656,7,19.653619
106.526566,7,19.653875
22.065134,7,19.654122
-117.49102,7,19.654366
80.63723,44,19.66416
231.54065,44,19.664573
94.264854,44,19.664884
74.73966,44,19.66512
-649.7701,44,19.665338
84.74263,43,19.853096
180.33702,43,19.853514
92.46604,43,19.853796
-11.738549,43,19.85401
-604.1663,43,19.854234
240.16019,83,20.062418
361.9982,83,20.06317
275.6902,83,20.063532
204.64726,83,20.063751
-423.78644,83,20.063937
180.4822,134,20.149003
-104.36726,134,20.149427
300.5906,134,20.149758
184.09126,134,20.149996
-2727.8706,134,20.150203
22.836967,8,20.218066
128.73343,8,20.218431
17.66373,8,20.218681
13.658221,8,20.218908
15.084515,8,20.219144
75.50646,18,20.219395
128.3398,18,20.219649
26.120926,18,20.219887
71.33977,18,20.220101
-167.69196,18,20.22028
114.166306,9,20.288633
14.602542,9,20.289492
17.890158,9,20.29001
20.075104,9,20.290616
-38.245388,9,20.291095
296.19324,149,20.308478
552.58185,149,20.309133
169.03903,149,20.310054
368.01535,149,20.310882
-641.4742,149,20.311514
203.83188,59,20.399916
188.07478,59,20.400313
111.60747,59,20.40055
4.8714705,59,20.400735
-2174.4656,59,20.40093
221.65382,112,21.888499
260.86884,112,21.888868
216.58383,112,21.889086
240.12704,112,21.889411
-1341.0624,112,21.8897
8.221054,6,21.936022
9.351144,6,21.936501
7.278542,6,21.936744
124.77256,6,21.936962
32.321445,6,21.937315
563.49475,217,21.946123
793.7429,217,21.946378
466.99988,217,21.946555
634.1319,217,21.946773
-2324.6504,217,21.946922
144.9913,14,22.054369
25.461315,14,22.054753
37.226257,14,22.055061
23.273977,14,22.055339
-250.23688,14,22.055598
29.353832,19,22.086569
153.45427,19,22.086868
110.70831,19,22.087085
44.09205,19,22.087403
110.680504,19,22.087685
384.51437,197,22.164803
381.3019,197,22.165187
-108.62771,197,22.165468
373.7198,197,22.165679
-3983.65,197,22.165884
126.07653,80,22.273968
134.57465,80,22.274372
-47.753338,80,22.27468
256.99182,80,22.27495
-234.89621,80,22.27516
91.845825,8,22.357105
6.208412,8,22.357581
-3.3879442,8,22.358046
10.101038,8,22.358369
-182.67575,8,22.358592
234.7698,102,22.400728
116.90278,102,22.401107
181.1736,102,22.401372
216.86626,102,22.401636
-3814.2234,102,22.401937
234.83752,108,22.567619
371.43958,108,22.568049
339.21368,108,22.568369
382.80612,108,22.568615
-27.197968,108,22.568825
101.63403,52,22.631265
187.36447,52,22.631736
114.948524,52,22.632019
177.47551,52,22.632326
-412.6441,52,22.632715
174.83844,47,22.679409
84.078476,47,22.680013
28.61307,47,22.680536
77.23795,47,22.680841
-474.75412,47,22.68111
535.13196,195,22.715121
487.79218,195,22.715516
396.9768,195,22.715777
570.4492,195,22.715992
-2712.7554,195,22.716185
155.43341,33,22.738816
112.71745,33,22.73926
75.49073,33,22.73964
86.71163,33,22.739888
-618.48364,33,22.740095
58.299896,36,22.817701
368.2901,36,22.818064
69.17719,36,22.818343
71.14617,36,22.818559
-1162.1531,36,22.818785
136.56573,73,22.833434
219.42786,73,22.834044
190.58073,73,22.834392
161.91965,73,22.834685
-714.6399,73,22.835011
33.633324,22,22.835273
135.99873,22,22.835501
43.65798,22,22.835703
42.141315,22,22.835902
-232.59938,22,22.836106
33.21549,14,22.87614
41.0015,14,22.876572
35.073257,14,22.876959
118.673996,14,22.877287
-47.737133,14,22.877593
90.81705,31,24.368728
61.169434,31,24.369418
180.2043,31,24.369816
50.2797,31,24.370302
-1040.9288,31,24.370577
543.76324,152,24.444926
342.7941,152,24.445492
343.4617,152,24.446065
12.235459,152,24.446569
-2548.9207,152,24.447088
112.07643,38,24.517737
5.379255,38,24.518157
89.69178,38,24.518456
191.5248,38,24.51868
-399.2736,38,24.518885
16.592049,17,24.555839
19.699352,17,24.556484
-19.38356,17,24.556918
18.2711,17,24.557363
-147.87003,17,24.557692
6.392009,4,24.600324
10.944064,4,24.601014
2.9493108,4,24.601427
105.85236,4,24.601782
-9.319524,4,24.602094
6.756174,5,24.650136
121.70747,5,24.650613
-3.7512715,5,24.650976
7.598793,5,24.651313
-10.363457,5,24.65163
125.14173,38,24.872262
86.46781,38,24.872819
200.55414,38,24.873204
34.85952,38,24.873537
-89.77013,38,24.873873
48.627956,34,24.909278
83.37548,34,24.90962
69.27283,34,24.909854
65.44507,34,24.910049
-492.55978,34,24.910347
188.0311,75,25.003787
242.18933,75,25.004401
160.6017,75,25.00475
115.84926,75,25.005096
-1187.8783,75,25.005643
193.43304,93,25.019241
236.24808,93,25.019631
103.0275,93,25.020199
301.4328,93,25.020593
-765.61505,93,25.021106
150.32753,86,25.089906
316.31995,86,25.090424
142.4741,86,25.090711
151.62851,86,25.090947
-1890.7495,86,25.091175
287.4288,86,25.09144
236.45367,86,25.091702
153.65865,86,25.091963
154.36752,86,25.092265
-2441.8574,86,25.092581
318.96576,107,25.141804
313.4158,107,25.142306
351.21542,107,25.142636
283.61655,107,25.142864
-326.7174,107,25.143105
118.010635,11,25.15538
46.744648,11,25.155761
7.938391,11,25.156075
30.133436,11,25.156375
-217.37134,11,25.156651
125.711266,51,25.245106
128.9627,51,25.24555
21.13979,51,25.245885
258.88165,51,25.246196
-155.9732,51,25.246527
47.19233,28,25.394015
66.89171,28,25.394464
167.31668,28,25.394757
67.84125,28,25.395047
-21.867052,28,25.395438
59.722515,27,25.427406
57.038784,27,25.427834
77.185715,27,25.428113
43.61042,27,25.428336
219.94327,27,25.428551
94.11461,4,25.441661
2.2172568,4,25.442029
2.9896953,4,25.442271
4.217308,4,25.442482
15.665576,4,25.442746
264.48337,45,25.501343
74.04048,45,25.501721
54.706467,45,25.502004
49.23899,45,25.502234
-193.09935,45,25.50255
73.99062,39,25.514512
214.08835,39,25.514875
144.3931,39,25.515197
67.50051,39,25.515461
-466.39117,39,25.515682
60.731926,14,25.57598
29.357138,14,25.576379
111.097206,14,25.576671
14.849215,14,25.5769
-147.9777,14,25.57712
177.24982,16,25.611074
64.64409,16,25.611553
37.64125,16,25.611834
28.37072,16,25.612122
19.707666,16,25.612355
16.765486,9,25.612647
100.54886,9,25.613175
20.965258,9,25.613586
31.881838,9,25.614091
-29.03058,9,25.614518
125.00402,71,25.66957
95.45913,71,25.670006
286.44562,71,25.670337
-29.105513,71,25.670629
-1505.8517,71,25.670873
81.79741,2,25.691805
4.3402433,2,25.692209
4.32117,2,25.692512
-0.46242476,2,25.692842
-5.3921375,2,25.69313
20.78714,12,27.049668
25.510796,12,27.050266
98.98507,12,27.050811
10.69217,12,27.051336
0.80159307,12,27.052022
176.83289,88,27.18192
251.30006,88,27.182327
159.18138,88,27.182623
214.93927,88,27.182848
-2287.7727,88,27.183069
41.765812,24,27.297989
158.83589,24,27.298459
56.848396,24,27.298803
127.503815,24,27.29906
-565.8531,24,27.299334
127.905,40,27.310596
76.015045,40,27.310995
181.34308,40,27.31134
105.241264,40,27.311626
-811.1772,40,27.311882
5.5367374,6,27.374749
6.7400875,6,27.375218
3.3881156,6,27.375753
133.05289,6,27.376288
-2.4414144,6,27.376902
156.06906,7,27.462798
10.449833,7,27.463299
5.4771852,7,27.463649
114.651505,7,27.464015
-110.159065,7,27.464567
15.453396,14,27.465024
14.781435,14,27.465361
9.683051,14,27.465669
107.60983,14,27.46597
-379.12244,14,27.466267
2.826188,2,27.492364
2.1829622,2,27.492729
85.40115,2,27.493033
2.7737541,2,27.493294
-9.126109,2,27.493564
40.0317,13,27.614121
15.334613,13,27.614564
-1.9556403,13,27.614886
138.77931,13,27.615191
28.659706,13,27.615466
26.327261,14,27.65101
20.942177,14,27.65142
30.301168,14,27.65171
107.15901,14,27.65197
-58.4251,14,27.652236
373.32117,69,27.755608
120.97705,69,27.756019
112.56117,69,27.756308
135.65668,69,27.756569
-958.0633,69,27.756851
22.644947,14,27.769911
69.42328,14,27.770394
-4.6693,14,27.770771
127.8878,14,27.771088
-32.476032,14,27.771397
16.314919,7,27.835064
19.438433,7,27.835512
14.962384,7,27.835784
121.89589,7,27.83604
-74.223976,7,27.836257
307.54474,139,27.967357
345.1135,139,27.967888
260.68805,139,27.968369
278.20813,139,27.968737
-1998.567,139,27.968985
16.687023,7,28.056881
12.241543,7,28.057551
4.677064,7,28.057937
134.59116,7,28.058325
-38.90837,7,28.058638
317.8624,135,28.293875
329.70258,135,28.294336
