#{"t_start": 1766313706.034637, "env_id": "None"}
r,l,t
290.79214,88,3.899221
-38.22117,88,3.899492
101.66941,61,3.899932
188.31491,61,3.90033
98.892204,61,3.900626
104.905556,61,3.900982
-773.51404,61,3.901312
133.90297,55,4.016765
118.6372,55,4.017214
234.66373,55,4.01753
124.927284,55,4.017935
-1452.9062,55,4.018325
77.75603,60,4.040096
176.80363,60,4.04064
69.40074,60,4.041057
72.47746,60,4.041414
-1186.5951,60,4.041771
117.04012,4,4.103237
57.739716,4,4.103719
6.8056355,4,4.10417
5.6908126,4,4.1046
15.507883,4,4.104982
122.84238,56,4.251987
60.72051,56,4.25245
148.1576,56,4.252739
60.50193,56,4.252975
-1407.335,56,4.253196
114.86481,29,4.33884
46.35507,29,4.339333
46.238525,29,4.339673
190.57532,29,4.340024
-257.31003,29,4.340328
35.145855,17,4.499551
31.459627,17,4.499984
39.87177,17,4.500256
32.919456,17,4.500486
194.53555,17,4.500706
40.16398,30,6.450347
156.9165,30,6.45345
52.10913,30,6.455127
58.436794,30,6.457019
-586.11456,30,6.461942
212.25266,38,6.586678
74.62573,38,6.587508
78.268524,38,6.588444
78.25305,38,6.589142
-1800.7566,38,6.589672
135.94974,27,6.751135
46.30088,27,6.751616
41.560467,27,6.752005
58.83583,27,6.75237
-868.08514,27,6.752812
103.9185,58,6.787413
116.32285,58,6.788071
110.111465,58,6.788603
233.73831,58,6.789055
-979.73334,58,6.789432
125.161316,19,6.857812
29.16636,19,6.858292
47.31412,19,6.858721
40.629356,19,6.85933
-159.54141,19,6.859766
18.743544,9,6.941291
120.69078,9,6.941904
22.532223,9,6.942394
18.726778,9,6.942858
-1.6535215,9,6.943281
23.353197,7,6.974593
10.460665,7,6.975168
86.34237,7,6.975615
11.135982,7,6.976125
-75.03556,7,6.976551
130.94054,41,7.131509
164.8624,41,7.132014
114.77828,41,7.132458
84.02742,41,7.132805
151.779,41,7.133224
272.7233,133,7.133578
329.36792,133,7.133874
332.98212,133,7.134161
381.35223,133,7.134445
-2874.599,133,7.134688
17.59073,17,7.195946
28.295513,17,7.196498
135.33302,17,7.196914
39.928318,17,7.197175
-469.94135,17,7.197582
11.906234,7,7.225969
13.089081,7,7.226475
10.741937,7,7.226838
6.4769907,7,7.227292
155.60635,7,7.227657
92.26471,32,7.585733
144.93927,32,7.586255
183.69897,32,7.586554
75.177,32,7.586802
-549.0672,32,7.587033
389.13943,137,7.681514
222.9352,137,7.682168
238.5693,137,7.68258
231.43507,137,7.682955
-1426.3613,137,7.683389
159.09605,59,7.740018
307.9034,59,7.740454
175.3879,59,7.740759
294.5755,59,7.741002
-1005.0109,59,7.741265
600.5427,204,7.741515
455.1112,204,7.741871
499.7042,204,7.742255
521.9911,204,7.742606
-2193.3677,204,7.742955
94.61191,9,7.796108
23.814777,9,7.796552
15.749365,9,7.796808
19.822876,9,7.797039
-29.858734,9,7.797265
142.0961,9,7.863639
13.807041,9,7.864106
16.047268,9,7.864467
14.36398,9,7.864723
-19.843,9,7.864969
318.06876,101,8.003349
300.48557,101,8.003808
209.46906,101,8.004291
176.88515,101,8.004667
-1856.4973,101,8.005018
128.79176,28,8.083016
89.3047,28,8.083677
134.41693,28,8.084135
60.369423,28,8.084679
-49.08996,28,8.085122
9.556461,7,8.085535
5.297785,7,8.087569
10.4023,7,8.089244
45.288185,7,8.089831
112.26403,7,8.090315
4.094269,2,8.1316
4.1640477,2,8.132197
79.28127,2,8.132698
3.116425,2,8.133804
-7.5832825,2,8.134358
247.43274,89,10.287384
322.09265,89,10.287755
371.2623,89,10.288053
227.83371,89,10.288402
-1061.3198,89,10.288686
287.00385,140,10.574272
273.18854,140,10.574653
308.3256,140,10.574915
416.15802,140,10.575126
-2261.1177,140,10.575356
208.96823,23,10.638453
36.616936,23,10.638821
48.713825,23,10.639123
53.1072,23,10.639461
-310.86594,23,10.639795
390.10052,114,10.640087
237.26852,114,10.640386
346.59393,114,10.640626
224.07225,114,10.640831
-1416.6416,114,10.641042
150.5803,45,10.657433
89.16495,45,10.657809
313.58258,45,10.658068
117.78735,45,10.658303
-950.41956,45,10.658538
84.9346,6,10.674035
5.7389355,6,10.674358
5.0066595,6,10.67463
5.7485914,6,10.67486
11.668205,6,10.675053
131.77469,51,10.719717
122.14465,51,10.720059
143.1257,51,10.720304
218.24896,51,10.720498
-180.7687,51,10.720694
114.44933,13,10.926079
33.93085,13,10.927178
28.46524,13,10.927713
23.51245,13,10.928119
-20.213001,13,10.928509
311.02777,93,11.025242
245.31735,93,11.025829
191.57008,93,11.026896
207.54118,93,11.027197
-1397.3208,93,11.027576
86.89546,2,11.065105
4.216242,2,11.065665
4.853133,2,11.066035
33.263615,2,11.066402
-6.8110495,2,11.066809
28.105328,30,11.184031
128.49725,30,11.184542
50.72757,30,11.184902
40.565853,30,11.18521
-605.5723,30,11.185508
3.0865715,2,11.222823
87.6106,2,11.228662
17.957142,2,11.233017
4.025511,2,11.236923
-7.211832,2,11.241031
21.876183,2,11.290371
87.58859,2,11.290792
3.1933603,2,11.291063
3.24258,2,11.291362
-7.972027,2,11.291656
67.75393,37,11.309131
224.00427,37,11.309492
84.24082,37,11.309777
65.49689,37,11.310101
-1171.4341,37,11.31041
101.74777,9,11.426905
25.239973,9,11.427307
21.898342,9,11.427603
21.535051,9,11.427846
-257.2777,9,11.428097
133.58672,56,11.604537
114.58978,56,11.604956
286.10486,56,11.605206
121.902534,56,11.605408
-2151.9912,56,11.605612
218.10863,63,11.695445
133.73314,63,11.695874
186.67401,63,11.696094
101.31454,63,11.69654
-193.45914,63,11.696887
22.835093,11,11.769214
111.75503,11,11.769621
23.922024,11,11.769924
20.583242,11,11.770164
21.7173,11,11.770356
17.576202,11,11.861355
142.65128,11,11.86172
26.272346,11,11.862003
20.669035,11,11.862195
-355.17822,11,11.862371
92.697784,37,12.002991
109.38886,37,12.003406
183.72961,37,12.003745
81.74804,37,12.004056
-77.235794,37,12.00445
298.8821,148,12.019741
223.05313,148,12.020112
418.64966,148,12.02046
254.37952,148,12.020824
-3174.1006,148,12.021135
99.679436,3,12.051641
5.6039047,3,12.052017
7.6475115,3,12.052283
2.8817382,3,12.052529
8.731517,3,12.052777
33.98911,11,12.216443
125.063805,11,12.216788
24.457132,11,12.217053
30.280376,11,12.21728
2.3668976,11,12.217624
48.17298,29,14.026575
79.86386,29,14.027025
147.70755,29,14.027292
135.2749,29,14.027519
61.26393,29,14.02777
101.65825,8,14.148351
17.97872,8,14.148778
8.368002,8,14.149057
14.137558,8,14.1493
-26.852623,8,14.14956
101.8009,25,14.191803
50.381207,25,14.192182
43.236282,25,14.192486
50.28021,25,14.192741
129.30951,25,14.192977
91.47951,23,14.36033
43.826443,23,14.360832
59.486176,23,14.361139
42.66403,23,14.361436
4.468712,23,14.361668
471.63458,209,14.409561
655.9682,209,14.409905
507.6447,209,14.410148
570.3066,209,14.410327
-3987.908,209,14.410501
14.971357,16,14.439268
22.800236,16,14.439637
149.88242,16,14.439914
18.09532,16,14.440169
-470.43597,16,14.440496
192.3602,100,14.456892
-28.092747,100,14.457212
211.45609,100,14.457438
290.32214,100,14.457622
-2392.6338,100,14.457799
146.71631,13,14.561588
35.517914,13,14.561972
25.29661,13,14.562246
28.51715,13,14.562569
-228.6301,13,14.56281
330.12152,123,14.703837
287.9915,123,14.704424
322.4835,123,14.704797
402.1715,123,14.70505
-374.23697,123,14.705342
54.801758,19,14.73404
51.14265,19,14.734427
176.2465,19,14.734788
43.428356,19,14.73511
-154.19508,19,14.735382
4.9173155,3,14.790294
95.71165,3,14.790694
3.8846254,3,14.790998
5.097744,3,14.791274
-4.8207617,3,14.791513
118.65697,10,14.881438
18.193918,10,14.88265
9.471872,10,14.883126
17.011835,10,14.883586
-24.03867,10,14.883966
6.2914157,6,14.909078
15.00494,6,14.912722
39.53257,6,14.91311
103.18964,6,14.913459
-135.54216,6,14.913851
85.72681,54,15.036283
85.87193,54,15.041573
132.41678,54,15.043569
119.28874,54,15.051743
-103.717316,54,15.053201
100.847206,43,15.16023
101.416725,43,15.160724
92.63386,43,15.161076
192.52487,43,15.161389
-844.1761,43,15.161692
91.629486,51,15.35716
4.2390327,51,15.394498
146.47496,51,15.395529
234.66548,51,15.396925
-1274.3221,51,15.39913
28.69571,21,15.615384
198.72159,21,15.619169
32.07929,21,15.626722
30.14524,21,15.629595
-695.4246,21,15.631261
399.5456,113,15.810842
246.22296,113,15.811441
327.02582,113,15.811943
358.34637,113,15.812639
-2112.6797,113,15.813232
8.039128,7,15.8137
-4.1539984,7,15.814202
101.30085,7,15.814762
5.3759327,7,15.815242
-17.487606,7,15.815686
43.17365,22,15.816302
157.61703,22,15.81678
37.938847,22,15.81719
34.511814,22,15.817491
-401.62885,22,15.817724
153.11697,38,15.94025
78.2565,38,15.940675
46.86718,38,15.94123
82.2738,38,15.94183
-206.9806,38,15.942228
88.94565,5,15.985052
12.157006,5,15.995636
5.9677906,5,15.999544
6.8114977,5,16.004554
-10.520864,5,16.00789
11.191458,6,16.066384
-1.4269189,6,16.068182
38.199722,6,16.069313
102.09331,6,16.070275
-19.99817,6,16.071117
120.09533,81,16.467438
161.71104,81,16.472133
193.46404,81,16.472467
312.6997,81,16.472793
-1833.9346,81,16.47306
190.9331,35,16.616282
67.48203,35,16.616786
61.909187,35,16.617123
74.04497,35,16.61746
-183.03207,35,16.617895
-1.8295364,14,18.528929
112.321175,14,18.532192
23.623505,14,18.532743
24.148335,14,18.533151
-199.60573,14,18.533755
106.47362,44,18.776721
6.7221375,44,18.78708
119.51538,44,18.788479
153.85464,44,18.79061
201.71463,44,18.791232
101.29428,46,18.926595
141.04616,46,18.932147
193.02457,46,18.933172
89.574394,46,18.933496
-1256.021,46,18.93387
18.58646,19,18.992932
25.257198,19,18.993275
26.177696,19,18.993556
31.446253,19,18.993737
104.6819,19,18.993902
219.75354,65,18.994115
-33.997005,65,18.994282
115.45517,65,18.994439
117.541565,65,18.994602
-693.6263,65,18.99477
666.5715,211,19.106474
411.9874,211,19.106803
417.03223,211,19.107009
414.38492,211,19.107162
-2369.6306,211,19.107303
105.028046,10,19.107454
9.871924,10,19.1076
12.527851,10,19.107733
8.363216,10,19.107863
-197.81465,10,19.108004
87.66222,59,19.125369
95.25407,59,19.125687
85.63721,59,19.125881
79.24982,59,19.126117
-782.85486,59,19.126327
25.214071,9,19.148499
14.799763,9,19.14885
23.08279,9,19.149137
124.98599,9,19.149393
-156.89003,9,19.149657
18.270538,10,19.165413
-8.914907,10,19.165764
15.550103,10,19.165963
92.25006,10,19.166127
-26.761059,10,19.166281
24.088572,7,19.271486
-2.2127094,7,19.271846
11.316801,7,19.272128
12.153287,7,19.272372
150.7525,7,19.272597
66.84455,29,19.42065
66.888626,29,19.421111
79.70416,29,19.421529
155.88464,29,19.421728
-13.519861,29,19.421972
24.438843,16,19.551666
-2.052539,16,19.556143
38.5213,16,19.556434
117.923386,16,19.556629
-84.22437,16,19.556806
12.419161,14,19.650624
-10.426943,14,19.650994
-9.26098,14,19.651231
111.435356,14,19.651455
-383.49176,14,19.651653
248.04327,38,19.755262
92.58427,38,19.755639
83.652084,38,19.755829
123.49399,38,19.755979
-1581.0126,38,19.756229
-60.444122,65,19.838867
209.78236,65,19.839226
137.4116,65,19.839498
82.07908,65,19.839715
-770.26025,65,19.839936
229.59402,62,20.106992
112.11218,62,20.107386
108.314995,62,20.10762
115.0992,62,20.107817
-597.3104,62,20.107988
317.5829,63,20.124247
145.8639,63,20.124619
137.27449,63,20.124846
120.57379,63,20.125024
-666.0568,63,20.125188
113.508514,26,20.227843
167.21082,26,20.228253
63.335667,26,20.228528
70.9443,26,20.228899
1.5280457,26,20.229203
380.23743,71,20.27373
193.65317,71,20.274077
128.9828,71,20.27435
143.33919,71,20.274577
-950.13135,71,20.274795
182.46233,41,20.275007
9.828221,41,20.275205
-21.856375,41,20.275399
100.43708,41,20.275607
49.205383,41,20.275793
74.22084,36,20.305526
111.8902,36,20.305925
126.878296,36,20.306249
73.41898,36,20.306506
-294.14474,36,20.306756
35.973576,18,20.397826
44.366226,18,20.398167
83.73563,18,20.398417
60.267372,18,20.398668
157.45789,18,20.398911
23.98513,9,20.41539
26.538857,9,20.41572
25.593317,9,20.41598
163.06534,9,20.416286
-258.32697,9,20.416541
-9.635436,26,20.623915
144.94006,26,20.624372
62.27015,26,20.624669
44.776646,26,20.624966
-176.40285,26,20.625205
206.15343,73,20.671065
19.316656,73,20.671387
303.90366,73,20.671591
213.03421,73,20.671772
-130.84126,73,20.671946
65.641396,23,20.744185
41.661335,23,20.744527
174.61826,23,20.744728
98.687256,23,20.744909
-207.48819,23,20.745084
78.15071,32,23.257005
54.095314,32,23.260342
84.12838,32,23.269987
46.970093,32,23.274729
-622.38965,32,23.279612
103.23705,38,23.539609
103.38987,38,23.542199
180.96924,38,23.544115
92.545166,38,23.54617
-348.03085,38,23.552935
340.61072,250,23.758011
966.0056,250,23.759197
670.5564,250,23.760549
563.99176,250,23.760977
-3301.0588,250,23.761617
-12.727321,48,24.170712
73.28104,48,24.172071
74.281944,48,24.175794
211.68698,48,24.178152
-838.426,48,24.178741
0.79028124,7,24.309835
22.817806,7,24.310432
15.875166,7,24.310743
96.124855,7,24.31099
-30.808628,7,24.311314
140.33813,85,24.327307
64.441315,85,24.327754
175.2321,85,24.328023
161.23666,85,24.328466
-582.868,85,24.329082
80.60967,43,24.345111
78.643105,43,24.345658
128.41177,43,24.346225
187.24054,43,24.346617
190.90141,43,24.346991
456.8308,130,24.45974
336.59232,130,24.460167
328.94986,130,24.46067
318.03693,130,24.461042
-1281.7816,130,24.461376
241.28616,124,24.563335
178.8988,124,24.56388
244.52704,124,24.564243
264.86868,124,24.564581
-606.5994,124,24.565225
-28.715862,34,24.810496
30.227434,34,24.811079
27.177826,34,24.811601
101.76698,34,24.812009
-274.92047,34,24.812418
289.85205,154,24.946958
9.694045,154,24.947408
-27.08677,154,24.948218
380.7368,154,24.948633
-1249.1552,154,24.948982
190.2362,48,26.861409
94.094246,48,26.861754
98.41693,48,26.861975
89.637825,48,26.86224
-1034.1232,48,26.862497
385.042,153,26.898252
240.88254,153,26.898581
368.61313,153,26.898819
390.15253,153,26.899005
-1924.4279,153,26.899237
108.44834,39,26.947865
142.90997,39,26.948193
103.600555,39,26.948468
230.97092,39,26.948671
106.91935,39,26.948859
18.022022,10,27.052285
56.472477,10,27.052649
31.622925,10,27.052903
19.754164,10,27.053086
116.841,10,27.053258
140.92474,15,27.099668
24.754063,15,27.100023
30.710657,15,27.100307
31.063118,15,27.100507
-391.39435,15,27.100691
239.96274,65,27.116132
-36.664696,65,27.116463
102.05053,65,27.116727
-20.13283,65,27.116926
-1902.3806,65,27.117095
42.35933,23,27.136155
-15.072066,23,27.136587
7.700353,23,27.136827
35.72669,23,27.137086
137.04335,23,27.137322
13.850016,6,27.212615
44.286964,6,27.212991
110.119736,6,27.213183
5.6697516,6,27.213342
-109.74785,6,27.213551
30.979546,18,27.231182
108.609505,18,27.231533
27.95252,18,27.231808
27.57299,18,27.232011
-2.2755656,18,27.23221
51.564083,22,27.43984
65.776726,22,27.44031
90.27318,22,27.440594
49.198273,22,27.440818
131.32373,22,27.440983
1.3001451,2,27.474084
84.971,2,27.474388
31.844852,2,27.474631
36.502625,2,27.474849
3.302993,2,27.475067
-38.954998,119,27.475247
256.85437,119,27.475401
492.2095,119,27.475553
280.39084,119,27.47571
-3059.2856,119,27.475863
115.22127,41,27.687725
-2.1699536,41,27.688094
150.70264,41,27.688317
112.46714,41,27.68855
60.15053,41,27.688728
67.28511,38,27.792856
-19.966864,38,27.793171
227.55444,38,27.793372
-23.510427,38,27.793538
-240.27571,38,27.793678
69.82583,48,27.868754
-27.325779,48,27.869073
94.50644,48,27.869293
59.02183,48,27.869459
-578.3098,48,27.86962
68.76819,28,27.904958
157.57018,28,27.905274
47.95138,28,27.905519
55.729412,28,27.905752
-140.14156,28,27.905959
19.512583,15,28.026024
-7.9810553,15,28.026351
31.34066,15,28.026566
112.75096,15,28.02672
-171.68031,15,28.026873
-14.963814,36,28.027024
114.969696,36,28.027172
137.22884,36,28.027322
90.026505,36,28.02747
4.21972,36,28.027619
93.21076,61,28.161448
96.80153,61,28.161808
100.63867,61,28.162066
221.44809,61,28.162231
-896.6765,61,28.162378
6.1768293,4,28.218664
7.5590944,4,28.219036
6.004309,4,28.219272
7.5884953,4,28.219447
132.88704,4,28.219611
126.58015,21,28.219782
38.329136,21,28.219937
50.03406,21,28.220132
45.94678,21,28.220345
-126.04585,21,28.220581
67.22565,14,28.235913
27.908169,14,28.236248
38.398388,14,28.236479
120.93051,14,28.236648
10.292573,14,28.236809
75.00211,37,28.25438
-0.13653237,37,28.254687
66.45597,37,28.25492
110.3494,37,28.255087
155.72264,37,28.255247
15.605983,8,28.343287
16.79375,8,28.343663
166.89496,8,28.343833
27.473068,8,28.343981
-168.82271,8,28.34418
57.316875,29,28.646826
150.07547,29,28.647205
55.91989,29,28.647421
92.02301,29,28.647599
-664.5641,29,28.64794
44.124847,137,28.708633
374.35242,137,28.70897
361.65445,137,28.709199
456.69113,137,28.709466
-1119.5593,137,28.709687
152.51576,61,28.791274
40.149166,61,28.791653
-5.182707,61,28.791884
129.08737,61,28.792087
-152.1188,61,28.792284
369.11133,179,30.642563
416.2574,179,30.642943
413.07687,179,30.643241
85.024124,179,30.643483
-2648.8193,179,30.643774
255.33534,64,30.662318
-8.605454,64,30.662825
125.29791,64,30.663167
53.791454,64,30.663505
-320.53174,64,30.663895
84.25824,50,30.681084
47.201706,50,30.681435
115.59376,50,30.681731
61.087463,50,30.682011
-407.7681,50,30.682289
20.503447,14,30.682572
-7.962117,14,30.682803
-9.543954,14,30.683035
22.123188,14,30.683255
161.50977,14,30.683472
48.889164,7,30.78601
129.49167,7,30.786453
-2.2613592,7,30.786793
9.67122,7,30.787075
-151.41414,7,30.787347
7.025921,3,30.831682
1.0159185,3,30.832128
87.893394,3,30.832481
24.535366,3,30.832794
5.2598143,3,30.83306
181.69768,60,30.928991
156.48181,60,30.929445
206.58133,60,30.929735
166.4214,60,30.929986
95.7324,60,30.930229
124.2402,27,31.107639
-9.516123,27,31.108018
72.169136,27,31.108379
64.67477,27,31.108672
-541.8603,27,31.108947
70.52224,30,31.12458
72.83096,30,31.124923
51.66712,30,31.125132
-11.56649,30,31.125302
282.15442,30,31.125466
-17.384058,53,31.216667
76.16138,53,31.217016
104.03714,53,31.217226
150.67972,53,31.217406
-382.4698,53,31.21758
39.060806,19,31.234663
155.4905,19,31.235006
37.610985,19,31.235212
41.93105,19,31.235398
-414.20978,19,31.235641
-2.4948769,9,31.351881
12.706777,9,31.352244
10.667102,9,31.352526
96.27977,9,31.352767
-144.71567,9,31.352957
246.07004,75,31.487282
130.69005,75,31.487665
130.92595,75,31.487916
124.42424,75,31.48816
-1092.6666,75,31.488402
66.43623,45,31.537929
83.94011,45,31.538345
-21.95888,45,31.538593
75.10148,45,31.538794
-591.3175,45,31.538985
67.40431,39,31.702434
83.30176,39,31.702855
233.04117,39,31.703137
-14.164041,39,31.703447
-676.73016,39,31.703729
63.186554,26,31.733601
203.02829,26,31.733947
55.082012,26,31.734255
74.48643,26,31.734538
-185.29482,26,31.734759
2.1036887,2,31.735044
83.840805,2,31.735277
3.514,2,31.735498
0.9800893,2,31.735716
-6.8211575,2,31.735925
253.45432,72,31.766294
-3.2569046,72,31.766628
345.79614,72,31.766838
24.771572,72,31.767025
-33.603287,72,31.767203
69.32761,22,31.854292
-5.697838,22,31.854709
139.47525,22,31.854971
60.80367,22,31.855223
-287.14093,22,31.855446
16.551981,13,31.958186
-8.788206,13,31.95857
134.28404,13,31.958952
-6.8386383,13,31.959292
-11.147835,13,31.959535
206.91168,137,31.995039
450.72253,137,31.995497
381.0064,137,31.995795
398.90067,137,31.996121
-2733.9365,137,31.996998
83.76808,3,32.013474
-0.047594406,3,32.013816
5.802844,3,32.01402
-0.4587768,3,32.014226
-2.8149266,3,32.014459
30.24534,22,35.390398
-21.14138,22,35.390811
-24.633812,22,35.391125
32.76684,22,35.391398
135.63338,22,35.391655
92.66542,32,37.86793
122.43972,32,37.876814
188.00952,32,37.879368
18.179596,32,37.893433
-595.2318,32,37.894766
65.83241,50,37.895495
177.87634,50,37.897545
63.06375,50,37.901401
-42.13173,50,37.902444
-907.7191,50,37.903117
9.022244,6,38.3289
1.7945584,6,38.329835
7.9620204,6,38.330762
122.044464,6,38.33199
-1.657927,6,38.333193
78.72072,36,38.745225
-21.465702,36,38.910012
-16.694126,36,38.911138
45.250008,36,38.911626
73.34427,36,38.912129
-43.5901,67,39.382293
247.75955,67,39.399029
100.06757,67,39.402139
113.85027,67,39.403094
-820.39276,67,39.404597
19.388742,11,39.908688
115.80644,11,39.909906
-5.8779984,11,39.910887
17.780088,11,39.913072
-76.982925,11,39.914132
-11.593301,18,40.093351
36.22125,18,40.104128
16.412891,18,40.113377
38.540024,18,40.122647
73.29472,18,40.132461
18.019478,13,40.44007
17.750565,13,40.4405
77.01477,13,40.440768
22.526207,13,40.441066
8.173153,13,40.441367
196.28677,135,40.493567
-71.44726,135,40.493956
443.25537,135,40.49424
206.16663,135,40.49559
-4031.7314,135,40.495905
376.06296,135,40.626263
335.12857,135,40.626751
546.0156,135,40.627157
348.4987,135,40.627529
-2214.2117,135,40.627824
31.892515,19,40.758465
120.60878,19,40.758857
-8.470095,19,40.759496
37.74508,19,40.759757
-277.6786,19,40.76003
268.75104,132,40.868911
249.48476,132,40.874312
274.23926,132,40.882404
410.85733,132,40.934789
-1635.172,132,40.941726
58.799393,21,41.265725
28.593576,21,41.266123
17.984285,21,41.26639
22.827974,21,41.266587
-102.843414,21,41.266787
23.650698,11,41.338167
21.16946,11,41.343083
155.80112,11,41.353283
25.092625,11,41.358557
-101.250244,11,41.361692
-8.9125,46,41.461453
87.432785,46,41.465097
106.561165,46,41.472428
195.64061,46,41.477351
-428.7067,46,41.484397
118.18165,10,41.544306
19.461922,10,41.551163
13.50936,10,41.558471
20.423494,10,41.565278
26.405033,10,41.571014
86.84778,50,41.78507
-17.153454,50,41.785531
91.96047,50,41.785935
98.07147,50,41.78627
-691.5377,50,41.786585
27.719774,14,41.839918
21.804008,14,41.840515
14.652385,14,41.840858
37.81405,14,41.8412
110.939285,14,41.841529
222.71736,98,41.87471
174.8607,98,41.87512
313.2327,98,41.875433
-31.745644,98,41.875704
-2531.1265,98,41.876057
161.16156,93,41.898718
126.25405,93,41.899191
225.5203,93,41.899534
46.087082,93,41.899875
-880.66925,93,41.900165
1.7316172,2,41.920303
4.0284576,2,41.920685
2.7940779,2,41.921053
72.61386,2,41.921389
-10.1,2,41.922408
143.05405,22,42.221702
34.588432,22,42.22737
42.344265,22,42.235483
27.370499,22,42.241531
-42.816437,22,42.245481
4.106291,3,42.363291
32.766876,3,42.370207
101.216965,3,42.381286
5.2054777,3,42.382034
-8.244968,3,42.38268
235.20801,48,42.472209
94.026505,48,42.472621
73.755615,48,42.473086
76.97264,48,42.473503
57.245262,48,42.473953
35.220055,19,44.658177
26.320139,19,44.658696
156.63219,19,44.659058
96.1926,19,44.659323
-370.55798,19,44.659544
16.484222,11,44.825945
19.245314,11,44.82631
17.213772,11,44.826614
107.8755,11,44.826907
-8.155475,11,44.827164
-77.598015,200,45.061892
368.46707,200,45.062283
430.54752,200,45.062602
331.3402,200,45.062929
-3723.0623,200,45.063133
144.71666,47,45.122136
73.27229,47,45.122534
213.83124,47,45.122788
77.23562,47,45.123001
-998.31775,47,45.123176
-14.03199,73,45.13922
-19.525148,73,45.139612
353.14966,73,45.139915
-47.79137,73,45.14017
-1837.7319,73,45.140484
89.74455,3,45.186261
4.1080046,3,45.186618
5.3002243,3,45.186831
0.52284074,3,45.187086
-9.976074,3,45.187273
19.956324,95,45.205737
346.9806,95,45.206099
162.47893,95,45.206307
294.50827,95,45.206484
-2011.6178,95,45.206656
7.8090544,11,45.368252
-5.015195,11,45.368617
27.042324,11,45.368837
0.36376983,11,45.369034
171.73103,11,45.369226
49.697887,6,45.467803
0.4156013,6,45.468196
99.78506,6,45.468404
6.526789,6,45.468583
24.522575,6,45.468804
412.91064,134,45.487862
12.755177,134,45.488236
-42.46102,134,45.488436
249.08604,134,45.488606
-1175.35,134,45.488768
0.80045485,4,45.542428
-1.3188828,4,45.542983
89.01655,4,45.543339
-3.446447,4,45.543664
-3.2281456,4,45.543964
13.585533,37,45.692297
66.15164,37,45.70509
226.8435,37,45.705687
55.067966,37,45.70623
-130.6284,37,45.706609
323.03845,113,45.766925
-33.355423,113,45.768927
272.22565,113,45.769664
307.0801,113,45.769916
-656.704,113,45.770089
-2.1942885,4,45.823817
112.83941,4,45.830357
6.6521606,4,45.835
8.831694,4,45.841198
7.5204635,4,45.845142
88.875916,3,45.94982
1.370976,3,45.955065
1.3383209,3,45.959044
7.8748074,3,45.96433
-0.3791511,3,45.969285
226.54407,45,46.114889
103.561104,45,46.115916
97.703354,45,46.116277
82.92563,45,46.116556
-927.0913,45,46.116865
24.13161,14,46.184638
126.05178,14,46.186338
19.291563,14,46.188438
20.79424,14,46.190527
-181.32826,14,46.19101
-16.496332,25,46.441188
57.769012,25,46.448162
117.91641,25,46.456334
44.238388,25,46.456881
-13.848482,25,46.457246
278.59674,89,46.528159
230.6548,89,46.528544
305.45392,89,46.528838
216.39685,89,46.529116
-464.78094,89,46.529402
-31.269613,153,48.425799
426.39996,153,48.4264
446.42273,153,48.426844
-46.77667,153,48.427154
-1421.2837,153,48.427433
109.79285,58,48.445503
-32.742115,58,48.445833
55.619392,58,48.446115
-31.309034,58,48.446363
-621.1863,58,48.446624
48.310867,18,48.508174
